Summary,Issue Type,Description,Labels
  - Iron Hemlock
  - Midnight Blizzard

description: |
  APT29 is a Russian state-sponsored threat group that has been active
  since at least 2008. The group is attributed to Russia's Foreign
  Intelligence Service (SVR) and has targeted government networks in
  Europe and NATO member countries, research institutes, and think tanks.

  Notable campaigns include the 2016 DNC hack, SolarWinds supply chain
  attack (2020), and ongoing phishing campaigns targeting diplomatic entities.

attribution: \"Russia - SVR\"

targets:
  - Government
  - Diplomatic entities
  - Think tanks
  - Healthcare (COVID-19 research)
  - Technology

techniques:
  # Discovery
  - T1082  # System Information Discovery
  - T1083  # File and Directory Discovery
  - T1057  # Process Discovery
  - T1016  # System Network Configuration Discovery
  - T1087  # Account Discovery

  # Execution
  - T1059.001  # PowerShell
  - T1059.003  # Windows Command Shell

  # Persistence
  - T1053.005  # Scheduled Task
  - T1547.001  # Registry Run Keys

  # Defense Evasion
  - T1070.004  # File Deletion

references:
  - https://attack.mitre.org/groups/G0016/
  - https://www.mandiant.com/resources/apt29-domain-fronting
  - https://www.microsoft.com/security/blog/tag/midnight-blizzard/

created_at: \"2026-01-01\"
updated_at: \"2026-01-29\"
\`\`\`

**Code Go (entity):**
\`\`\`go
// internal/domain/entity/adversary.go
type AdversaryProfile struct {
    ID          string   `json:\"id\"`
    Name        string   `json:\"name\"`
    Aliases     []string `json:\"aliases\"`
    Description string   `json:\"description\"`
    Attribution string   `json:\"attribution\"`
    Targets     []string `json:\"targets\"`
    Techniques  []string `json:\"techniques\"`
    References  []string `json:\"references\"`
    CreatedAt   time.Time `json:\"created_at\"`
    UpdatedAt   time.Time `json:\"updated_at\"`
}
\`\`\`

**Fichiers:**
- server/configs/adversaries/APT29.yaml
- server/internal/domain/entity/adversary.go
- server/pkg/mitre/adversary_parser.go

**Definition of Done:**
- [ ] Fichier YAML avec profil complet APT29
- [ ] Techniques mappees aux IDs MITRE implementes
- [ ] Description historique et attribution
- [ ] Cibles et secteurs documentes
- [ ] References MITRE et vendors incluses
- [ ] Parser YAML pour charger le profil",backend;adversary
"[BE-59] Creer profil adversaire APT28",Task,"**Objectif:** Creer le profil adversaire APT28 (Fancy Bear) avec description, techniques associees et references.

**Fichier YAML:**
\`\`\`yaml
# configs/adversaries/APT28.yaml
id: \"apt28\"
name: \"APT28 - Fancy Bear\"
aliases:
  - Fancy Bear
  - Sofacy
  - Pawn Storm
  - STRONTIUM
  - Forest Blizzard
  - Sednit

description: |
  APT28 is a Russian state-sponsored threat group that has been active
  since at least 2004. The group is attributed to Russia's Main Intelligence
  Directorate (GRU), specifically Unit 26165.

  APT28 has targeted government, military, and security organizations,
  particularly those of NATO members. Notable operations include attacks
  on the German Bundestag (2015), WADA (2016), and the 2016 US election
  infrastructure.

attribution: \"Russia - GRU Unit 26165\"

targets:
  - Government
  - Military
  - Defense contractors
  - Media organizations
  - Political organizations

techniques:
  # Discovery
  - T1082  # System Information Discovery
  - T1083  # File and Directory Discovery
  - T1057  # Process Discovery
  - T1069  # Permission Groups Discovery
  - T1087  # Account Discovery

  # Execution
  - T1059.001  # PowerShell
  - T1059.003  # Windows Command Shell

  # Persistence
  - T1053.005  # Scheduled Task
  - T1547.001  # Registry Run Keys

  # Defense Evasion
  - T1070.004  # File Deletion

references:
  - https://attack.mitre.org/groups/G0007/
  - https://www.mandiant.com/resources/apt28-a-window-into-russias-cyber-espionage-operations
  - https://www.microsoft.com/security/blog/tag/forest-blizzard/

created_at: \"2026-01-01\"
updated_at: \"2026-01-29\"
\`\`\`

**Fichiers:**
- server/configs/adversaries/APT28.yaml

**Definition of Done:**
- [ ] Fichier YAML avec profil complet APT28
- [ ] Techniques mappees aux IDs MITRE implementes
- [ ] Description historique et attribution GRU
- [ ] Cibles et secteurs documentes
- [ ] References MITRE et vendors incluses
- [ ] Distinction claire avec APT29 (SVR vs GRU)",backend;adversary
"[AG-01] Initialiser projet Rust avec Cargo",Task,"**Objectif:**
Initialiser le projet Rust pour l'agent AutoStrike avec la structure de modules appropriee.

**Code Rust exemple:**
```rust
// Commande d'initialisation
// cargo new autostrike-agent --name agent

// Structure initiale main.rs
mod config;
mod beacon;
mod executor;
mod techniques;
mod utils;

fn main() {
    println!(""AutoStrike Agent v0.1.0"");
}
```

**Fichiers:**
- agent/Cargo.toml
- agent/src/main.rs
- agent/src/config.rs (vide)
- agent/src/beacon/mod.rs
- agent/src/executor/mod.rs
- agent/src/techniques/mod.rs
- agent/src/utils/mod.rs

**Definition of Done:**
- [ ] Projet Cargo initialise avec cargo new
- [ ] Structure des modules creee (beacon/, executor/, techniques/, utils/)
- [ ] Fichier main.rs compile sans erreur
- [ ] cargo build fonctionne
- [ ] cargo test passe (meme si vide)",agent;setup
"[AG-02] Configurer Cargo.toml dependances",Task,"**Objectif:**
Configurer toutes les dependances necessaires pour l'agent dans Cargo.toml.

**Code Rust exemple:**
```rust
// Cargo.toml
[package]
name = ""autostrike-agent""
version = ""0.1.0""
edition = ""2021""

[dependencies]
tokio = { version = ""1.35"", features = [""full""] }
reqwest = { version = ""0.11"", features = [""json"", ""rustls-tls""] }
serde = { version = ""1.0"", features = [""derive""] }
serde_json = ""1.0""
uuid = { version = ""1.6"", features = [""v4""] }
base64 = ""0.21""
hostname = ""0.3""
whoami = ""1.4""
rand = ""0.8""
log = ""0.4""
env_logger = ""0.10""

[profile.release]
opt-level = ""z""
lto = true
codegen-units = 1
panic = ""abort""
strip = true
```

**Fichiers:**
- agent/Cargo.toml

**Definition of Done:**
- [ ] Toutes les dependances ajoutees (tokio, reqwest, serde, uuid, base64, hostname, whoami, rand)
- [ ] Features configurees correctement (tokio full, reqwest json+rustls-tls, serde derive)
- [ ] Profile release configure pour optimisation taille
- [ ] cargo build compile sans erreur
- [ ] cargo update fonctionne",agent;setup
"[AG-03] Creer module config",Task,"**Objectif:**
Creer le module de configuration de l'agent avec chargement des variables d'environnement et valeurs par defaut.

**Code Rust exemple:**
```rust
// src/config.rs
use serde::Deserialize;

#[derive(Clone, Deserialize)]
pub struct Config {
    pub server_url: String,
    pub sleep: u64,
    pub jitter: u64,
    pub paw: Option<String>,
}

impl Config {
    pub fn load() -> Result<Self, Box<dyn std::error::Error>> {
        Ok(Config {
            server_url: std::env::var(""AUTOSTRIKE_SERVER"")
                .unwrap_or_else(|_| ""https://localhost:8443"".to_string()),
            sleep: std::env::var(""AUTOSTRIKE_SLEEP"")
                .unwrap_or_else(|_| ""5"".to_string())
                .parse()
                .unwrap_or(5),
            jitter: std::env::var(""AUTOSTRIKE_JITTER"")
                .unwrap_or_else(|_| ""3"".to_string())
                .parse()
                .unwrap_or(3),
            paw: std::env::var(""AUTOSTRIKE_PAW"").ok(),
        })
    }
}

impl Default for Config {
    fn default() -> Self {
        Config {
            server_url: ""https://localhost:8443"".to_string(),
            sleep: 5,
            jitter: 3,
            paw: None,
        }
    }
}
```

**Fichiers:**
- agent/src/config.rs

**Definition of Done:**
- [ ] Struct Config avec tous les champs (server_url, sleep, jitter, paw)
- [ ] Methode load() implementee avec lecture env vars
- [ ] Valeurs par defaut definies
- [ ] Tests unitaires pour Config::load()
- [ ] Impl Default pour Config",agent;config
"[AG-04] Creer module beacon/client",Task,"**Objectif:**
Creer le client beacon responsable de la communication avec le serveur C2.

**Code Rust exemple:**
```rust
// src/beacon/client.rs
use reqwest::Client;
use crate::config::Config;
use super::protocol::{BeaconRequest, BeaconResponse, TaskResult, Instruction};

pub struct BeaconClient {
    client: Client,
    config: Config,
    paw: String,
    pending_results: Vec<TaskResult>,
}

impl BeaconClient {
    pub fn new(config: &Config) -> Result<Self, Box<dyn std::error::Error>> {
        let client = Client::builder()
            .danger_accept_invalid_certs(true)
            .build()?;

        let paw = config.paw.clone()
            .unwrap_or_else(|| uuid::Uuid::new_v4().to_string());

        Ok(Self {
            client,
            config: config.clone(),
            paw,
            pending_results: vec![],
        })
    }

    pub async fn beacon(&mut self) -> Result<Vec<Instruction>, Box<dyn std::error::Error>> {
        let request = BeaconRequest::new(&self.paw, self.pending_results.drain(..).collect());

        let response: BeaconResponse = self.client
            .post(&format!(""{}/api/v1/agents/{}/beacon"", self.config.server_url, self.paw))
            .json(&request)
            .send()
            .await?
            .json()
            .await?;

        self.paw = response.paw;
        Ok(response.instructions)
    }

    pub fn queue_result(&mut self, result: TaskResult) {
        self.pending_results.push(result);
    }
}
```

**Fichiers:**
- agent/src/beacon/mod.rs
- agent/src/beacon/client.rs

**Definition of Done:**
- [ ] Struct BeaconClient avec client HTTP, config et paw
- [ ] Methode new() pour initialisation
- [ ] Methode beacon() pour communication serveur
- [ ] Methode queue_result() pour stocker resultats
- [ ] Tests unitaires avec mock serveur",agent;beacon
"[AG-05] Creer struct BeaconRequest",Task,"**Objectif:**
Creer la structure BeaconRequest pour les requetes vers le serveur C2.

**Code Rust exemple:**
```rust
// src/beacon/protocol.rs
use serde::{Serialize, Deserialize};

#[derive(Serialize, Debug)]
pub struct BeaconRequest {
    pub paw: String,
    pub hostname: String,
    pub platform: String,
    pub username: String,
    pub executors: Vec<String>,
    pub results: Vec<TaskResult>,
    pub os_version: Option<String>,
    pub architecture: Option<String>,
}

impl BeaconRequest {
    pub fn new(paw: &str, results: Vec<TaskResult>) -> Self {
        Self {
            paw: paw.to_string(),
            hostname: hostname::get()
                .map(|h| h.to_string_lossy().to_string())
                .unwrap_or_else(|_| ""unknown"".to_string()),
            platform: std::env::consts::OS.to_string(),
            username: whoami::username(),
            executors: Self::detect_executors(),
            results,
            os_version: None,
            architecture: Some(std::env::consts::ARCH.to_string()),
        }
    }

    fn detect_executors() -> Vec<String> {
        let mut executors = vec![];
        #[cfg(target_os = ""windows"")]
        {
            executors.push(""psh"".to_string());
            executors.push(""cmd"".to_string());
        }
        #[cfg(any(target_os = ""linux"", target_os = ""macos""))]
        {
            executors.push(""bash"".to_string());
            executors.push(""sh"".to_string());
        }
        executors
    }
}
```

**Fichiers:**
- agent/src/beacon/protocol.rs

**Definition of Done:**
- [ ] Struct BeaconRequest avec derive Serialize
- [ ] Champs: paw, hostname, platform, username, executors, results
- [ ] Methode new() avec detection automatique des infos systeme
- [ ] Tests unitaires pour serialisation JSON
- [ ] Documentation des champs",agent;beacon
"[AG-06] Creer struct BeaconResponse",Task,"**Objectif:**
Creer la structure BeaconResponse pour deserialiser les reponses du serveur.

**Code Rust exemple:**
```rust
// src/beacon/protocol.rs (suite)
use serde::Deserialize;

#[derive(Deserialize, Debug, Clone)]
pub struct BeaconResponse {
    pub paw: String,
    pub sleep: u64,
    pub instructions: Vec<Instruction>,
    #[serde(default)]
    pub config_update: Option<ConfigUpdate>,
}

#[derive(Deserialize, Debug, Clone)]
pub struct ConfigUpdate {
    pub sleep: Option<u64>,
    pub jitter: Option<u64>,
}

impl BeaconResponse {
    pub fn has_instructions(&self) -> bool {
        !self.instructions.is_empty()
    }

    pub fn instruction_count(&self) -> usize {
        self.instructions.len()
    }
}

#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_deserialize_response() {
        let json = r#""{
            ""paw"": ""agent-123"",
            ""sleep"": 5,
            ""instructions"": []
        }""#;

        let response: BeaconResponse = serde_json::from_str(json).unwrap();
        assert_eq!(response.paw, ""agent-123"");
        assert_eq!(response.sleep, 5);
        assert!(!response.has_instructions());
    }
}
```

**Fichiers:**
- agent/src/beacon/protocol.rs

**Definition of Done:**
- [ ] Struct BeaconResponse avec derive Deserialize
- [ ] Champs: paw, sleep, instructions
- [ ] Support optionnel de config_update
- [ ] Methodes utilitaires (has_instructions, instruction_count)
- [ ] Tests unitaires pour deserialisation JSON",agent;beacon
"[AG-07] Creer struct Instruction",Task,"**Objectif:**
Creer la structure Instruction representant une tache a executer.

**Code Rust exemple:**
```rust
// src/beacon/protocol.rs (suite)
use serde::Deserialize;

#[derive(Deserialize, Debug, Clone)]
pub struct Instruction {
    pub id: String,
    pub technique_id: String,
    pub executor: String,
    pub command: String,
    pub timeout: u64,
    #[serde(default)]
    pub cleanup: Option<String>,
    #[serde(default)]
    pub payloads: Vec<Payload>,
}

#[derive(Deserialize, Debug, Clone)]
pub struct Payload {
    pub name: String,
    pub content: String,  // Base64 encoded
}

impl Instruction {
    pub fn timeout_duration(&self) -> std::time::Duration {
        std::time::Duration::from_secs(self.timeout)
    }

    pub fn has_cleanup(&self) -> bool {
        self.cleanup.is_some()
    }
}

#[cfg(test)]
mod tests {
    use super::*;

    #[test]
    fn test_deserialize_instruction() {
        let json = r#""{
            ""id"": ""task-001"",
            ""technique_id"": ""T1082"",
            ""executor"": ""psh"",
            ""command"": ""systeminfo"",
            ""timeout"": 30
        }""#;

        let instruction: Instruction = serde_json::from_str(json).unwrap();
        assert_eq!(instruction.technique_id, ""T1082"");
        assert_eq!(instruction.timeout, 30);
    }
}
```

**Fichiers:**
- agent/src/beacon/protocol.rs

**Definition of Done:**
- [ ] Struct Instruction avec derive Deserialize
- [ ] Champs: id, technique_id, executor, command, timeout
- [ ] Support optionnel de cleanup et payloads
- [ ] Methode timeout_duration() retournant Duration
- [ ] Tests unitaires",agent;beacon
"[AG-08] Creer struct TaskResult",Task,"**Objectif:**
Creer la structure TaskResult pour reporter les resultats d'execution.

**Code Rust exemple:**
```rust
// src/beacon/protocol.rs (suite)
use serde::Serialize;

#[derive(Serialize, Debug, Clone)]
pub struct TaskResult {
    pub id: String,
    pub technique_id: String,
    pub status: TaskStatus,
    pub output: String,      // Base64 encoded stdout
    pub stderr: String,      // Base64 encoded stderr
    pub exit_code: i32,
    pub pid: u32,
    pub started_at: String,  // ISO 8601
    pub completed_at: String,
    pub duration_ms: u64,
}

#[derive(Serialize, Debug, Clone)]
#[serde(rename_all = ""lowercase"")]
pub enum TaskStatus {
    Success,
    Failed,
    Timeout,
    Error,
}

impl TaskResult {
    pub fn success(id: &str, technique_id: &str, output: &[u8], pid: u32, duration_ms: u64) -> Self {
        Self {
            id: id.to_string(),
            technique_id: technique_id.to_string(),
            status: TaskStatus::Success,
            output: base64::encode(output),
            stderr: String::new(),
            exit_code: 0,
            pid,
            started_at: chrono::Utc::now().to_rfc3339(),
            completed_at: chrono::Utc::now().to_rfc3339(),
            duration_ms,
        }
    }

    pub fn failed(id: &str, technique_id: &str, stderr: &[u8], exit_code: i32, pid: u32) -> Self {
        Self {
            id: id.to_string(),
            technique_id: technique_id.to_string(),
            status: TaskStatus::Failed,
            output: String::new(),
            stderr: base64::encode(stderr),
            exit_code,
            pid,
            started_at: chrono::Utc::now().to_rfc3339(),
            completed_at: chrono::Utc::now().to_rfc3339(),
            duration_ms: 0,
        }
    }
}
```

**Fichiers:**
- agent/src/beacon/protocol.rs

**Definition of Done:**
- [ ] Struct TaskResult avec derive Serialize
- [ ] Champs: id, technique_id, status, output, stderr, exit_code, pid
- [ ] Enum TaskStatus (Success, Failed, Timeout, Error)
- [ ] Methodes factory (success, failed, timeout)
- [ ] Output/stderr encodes en base64
- [ ] Tests unitaires",agent;beacon
